Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
Europe,Western Europe,Germany,DEU,RnD fund,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Trade medium,2030,Ship based,"The import of hydrogen and derivatives in particular is planned to be largely ship-based, at least until 2030. Imports of green methane, synthetic methanol, LOHC (Liquid Organic Hydrogen Carrier) and liquid hydrogen may play a role in the medium to long term.",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Trade medium,2050,"Green Methane, LOHC, Ammonia, LH2","The import of hydrogen and derivatives in particular is planned to be largely ship-based, at least until 2030. Imports of green methane, synthetic methanol, LOHC (Liquid Organic Hydrogen Carrier) and liquid hydrogen may play a role in the medium to long term.",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Trade partner,,"Scandinavia, South EU, East EU","The Federal Government is focussing on creating connections to our neighboring countries and thus establishing a welldeveloped network in Central Europe with connections to the potential production centers in Scandinavia, Southern and Eastern Europe as well as to the strategically located import hubs in Western Europe.",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Trade reason,,Expensive domestic production,A domestic supply that meets demand would also neither make economic sense nor serve the transformation processes resulting from the energy transition as a whole,DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Trade strategy,,Import,"According to the Federal Government’s assessment, evaluating the current scenarios, around 50 to 70 percent (45 to 90 TWh) of the forecast demand for 2030 of 95 to 130 TWh will be covered by imports from abroad (in the form of hydrogen and hydrogen derivatives).",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Trade time,,N/A,,,,,
Europe,Western Europe,Germany,DEU,Trade value,2030,45 - 90 TWh,"According to the Federal Government’s assessment, evaluating the current scenarios, around 50 to 70 percent (45 to 90 TWh) of the forecast demand for 2030 of 95 to 130 TWh will be covered by imports from abroad (in the form of hydrogen and hydrogen derivatives).",DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Germany,DEU,Type of hydrogen,,Green,we  are  doubling  the  electrolysis  target  for  the  production  of  green Hydrogen  from  5  GW  to  at  least  10  GW  in year 2030,DEU_Update on the national hydrogen strategy 2023 (eng),,,
Europe,Western Europe,Luxemburg,LUX,Additional note,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,By-product,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Domestic demand,Current,450 t,"In Luxembourg, an annual consumption of fossil hydrogen of around 450 tonnes (H2 ) has been identified in industry.",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Domestic demand,2050,125 - 300 kt,"This decarbonisation potential corresponds to a demand potential for hydrogen, which could exceed 125,000 and reach 300,000 tonnes (H2 ) per year, in Luxembourg.",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Domestic demand,,"Industry, Transport, Power","Luxembourgish GHG emissions could be avoided in the three priority sectors, namely (A), industry, (B) transport and a (C) future-proof integrated energy system",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Energy source,Current,Fossil,"In Luxembourg, an annual consumption of fossil hydrogen of around 450 tonnes (H2 ) has been identified in industry.",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Energy source,Planned,Renewable,"The substitution of presently used fossil H2 by renewable H2 should constitute an intermediate objective, allowing for GHG emissions savings of up to >5,000 tonnes (CO2 ) per year. ",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Export to China,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Infrastructure strategy,,To make Cape Verde as hydrogen exporter,The third countries strategy -a feasibility study to clarify whether Cape Verde could become a producer and exporter of renewable H2. ,LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Infrastructure strategy,,Retrofit gas pipeline,"Greater Region -a project to convert a gas pipeline into a H2 pipeline,",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Production capacity,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Public financing,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Trade medium,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Trade partner,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Trade reason,,To decarbonize and reach climate goal,"the context of decarbonisation and the role of hydrogen as part of the ambition to achieve climate neutrality at latest until 2050, ",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Trade strategy,Plausible,Import,The third countries strategy -a feasibility study to clarify whether Cape Verde could become a producer and exporter of renewable H2. ,LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Trade time,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Trade value,,N/A,,,,,
Europe,Western Europe,Luxemburg,LUX,Type of hydrogen,Current,Grey,"In Luxembourg, an annual consumption of fossil hydrogen of around 450 tonnes (H2 ) has been identified in industry.",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Luxemburg,LUX,Type of hydrogen,Planned,Green,"The substitution of presently used fossil H2 by renewable H2 should constitute an intermediate objective, allowing for GHG emissions savings of up to >5,000 tonnes (CO2 ) per year. ",LUX_Stratégie hydrogène du Luxembourg Summary (eng),,,
Europe,Western Europe,Netherlands,NLD,Additional note,,,,,,,
Europe,Western Europe,Netherlands,NLD,By-product,,,,,,,
Europe,Western Europe,Netherlands,NLD,Domestic demand,,,,,,,
Europe,Western Europe,Netherlands,NLD,Energy source,,,,,,,
Europe,Western Europe,Netherlands,NLD,Export to China,,,,,,,
Europe,Western Europe,Netherlands,NLD,Infrastructure strategy,,Developing complete import chain solution,Developing complete import chain solution,NLD_National Hydrogen Program 2022-2025 (eng),,,
Europe,Western Europe,Netherlands,NLD,Production capacity,,,,,,,
Europe,Western Europe,Netherlands,NLD,Public financing,,,,,,,
Europe,Western Europe,Netherlands,NLD,Trade medium,,,,,,,
Europe,Western Europe,Netherlands,NLD,Trade partner,,"PT, IS, MA, AU, CL, UY, NA","Several projects have already been started by government, industry and ports to enable imports from overseas countries (including Portugal, Iceland, Morocco, Australia, Chile, Uruguay, Namibia).",NLD_National Hydrogen Program 2022-2025 (eng),,,
Europe,Western Europe,Netherlands,NLD,Trade reason,,To develop industry in NW Europe,Import of hydrogen is related to the strategy for developing industry in NW Europe,NLD_National Hydrogen Program 2022-2025 (eng),,,
Europe,Western Europe,Netherlands,NLD,Trade strategy,,Import,Medium term (until 2035) growth phase: import size: 1.5 - 3 Mton H2 equivalent. Short term (until 2025): 0.1 - 0.2 Mton H2 equivalent,NLD_National Hydrogen Program 2022-2025 (eng),,,
Europe,Western Europe,Netherlands,NLD,Trade time,,,,,,,
Europe,Western Europe,Netherlands,NLD,Trade value,2035,1.5 - 3 Mt,Medium term (until 2035) growth phase: import size: 1.5 - 3 Mton H2 equivalent. Short term (until 2025): 0.1 - 0.2 Mton H2 equivalent,NLD_National Hydrogen Program 2022-2025 (eng),,,
Europe,Western Europe,Netherlands,NLD,Type of hydrogen,,,,,,,
LATAM,LATAM,Argentina,ARG,Additional note,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,By-product,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Domestic demand,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Energy source,,Lignite and natural gas,"For  example,  blue  hydrogen  that  is  obtained  from  fossil  fuels,  such  as  lignite  or  natural  gas,  thus  avoiding  the  emission  of  carbon  dioxide  by  incorporating  capture  and  storage  technology.  This  suggests  that  there  are  coincidences  between Argentina  and  Japan.",ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Export to China,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Infrastructure strategy,,Shipping from Rio Negro Province port,"The province, analyzing its capacities, found that there are different areas where the availability of water, the availability of wind and sun are combined to generate energy. These areas place the province as a potential strategic exporter of hydrogen through the use of its port.",ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Investment value,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Production capacity,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Production capacity,2023,0.4 Mt,"We  are  already  producing  approximately  400  thousand  tons  per  year  of  gray  hydrogen,  although  unfortunately  still  without  the  appropriate  technology.",ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),"5,760 MW",0.40 Mt,
LATAM,LATAM,Argentina,ARG,Public financing,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,RnD fund,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Trade medium,,Ammonia,In  2019  we  signed  a  memorandum  of  understanding  with  Japan  on  hydrogen.  And  we  are  also  in  the  process  of  negotiating  a  memorandum  of  cooperation  on  ammonia.,ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Trade partner,,Japan,In  2019  we  signed  a  memorandum  of  understanding  with  Japan  on  hydrogen.  And  we  are  also  in  the  process  of  negotiating  a  memorandum  of  cooperation  on  ammonia.,ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Trade reason,,Jobs generation,Develop the hydrogen chain to generate 50000 jobs and 15000 million in exports by 2050,ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Trade strategy,,Export,Develop the hydrogen chain to generate 50000 jobs and 15000 million in exports by 2050,ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Trade time,,N/A,,,,,
LATAM,LATAM,Argentina,ARG,Trade value,2050,$15 Billion,Develop the hydrogen chain to generate 50000 jobs and 15000 million in exports by 2050,ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Argentina,ARG,Type of hydrogen,,Blue,"As  a  transition  fuel  we  have  natural  gas  and  a  wide  network  of  gas  pipelines  for  the  production,  use  and  potential  export  of  blue  hydrogen. ",ARG_Hacia una Estrategia Nacional Hidrógeno 2030 (eng),,,
LATAM,LATAM,Brazil,BRA,Additional note,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Domestic demand,Future,Heavy vehicles,"Potential  use  of  hydrogen  in  heavy  vehicles,  such  as  trucks,  locomotives,  vessels  and  aircraft;",,,,
LATAM,LATAM,Brazil,BRA,Energy source,,,,,,,
LATAM,LATAM,Brazil,BRA,Export to China,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Infrastructure strategy,,Mixing in gas pipe network,"through  hydrogen  blends  in  the  natural  gas  pipeline  network,  at  regulated  levels  and  without  compromising  the  existing  infrastructure",,,,
LATAM,LATAM,Brazil,BRA,Production capacity,2020,0.2 Mt,"Of the 19 oil refineries authorized to operate in the country, 11 have hydrogen generation units. Currently, all are operating below the maximum installed capacity, indicating an idle capacity of around 200 thousand tons per year.",BRA_Triennial Plan 2023-2025 of National Hydrogen Program (eng).pdf,"2,880 MW",0.20 Mt,
LATAM,LATAM,Brazil,BRA,Trade medium,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Trade partner,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Trade reason,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Trade strategy,,Export (in the assessment process),Objective VIII: The potential for internal demand and for export of hydrogen in the context of energy transition;,BRA_Programa Nacional do Hidrogênio (eng).pdf,,,
LATAM,LATAM,Brazil,BRA,Trade time,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Trade value,,N/A,,,,,
LATAM,LATAM,Brazil,BRA,Type of hydrogen,,Blue and Green,"1. Natural  gas  resources  available  in  the  country,  which,  associated  with  CO2  capture  and  storage  technology ,  allow  the  production  of blue hydrogen; 2. Potential  and  competitiveness  of  renewable  sources  of  electricity  generation  for productin of green hydrogen",,,,
LATAM,LATAM,Chile,CHL,Additional note,,N/A,,,,,
LATAM,LATAM,Chile,CHL,Domestic demand,Short term,"Ammonia industry, refineries, long distance transport","The shorter-term opportunities are replacing imported ammonia for local production, and replacing grey hydrogen used in oil refineries. The use of green hydrogen for heavy and long-distance transportation also becomes attractive for fleets and machinery operating in concentrated zones.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
LATAM,LATAM,Chile,CHL,Domestic demand,Medium term,Power,"A more competitive production of green hydrogen will also replace an increasing share of liquid fuels in land transportation, whereas blending into grids becomes economical.",CHL_NATIONAL GREEN HYDROGEN STRATEGY (eng).pdf,,,
